sample,twist_mid_deg,twist_tip_deg,alpha_deg,CL,CD,LD,feasible
85,0.33015942879026206,1.1091715618288056,3.1978944384029173,0.27808809927237577,0.012652586776792272,21.978754556534852,True
86,0.03733764572179332,0.6702783168121762,1.597076535116146,0.13778353693993395,0.010302603766901654,13.373661654598425,True
87,0.9270134323817469,-5.815516733696203,2.277122561340577,0.09595830785965336,0.010588033225963297,9.06290203400104,True
88,-2.156838818899498,-7.708276586136764,4.694305598353241,0.17018776862281748,0.01194646808700063,14.24586475127362,True
89,-2.526144535807682,-6.405774503183268,3.939577039673271,0.12549821153534998,0.01105284493525756,11.354380910115026,True
90,1.9577841836334304,0.741267926453208,4.418932361347457,0.4083982656495477,0.01628993577103902,25.070587839616685,True
91,-0.6236457526444381,-4.6840357263399754,3.5121273908633595,0.1726980046412997,0.0111802624823263,15.446686060752132,True
92,-1.7327196438780819,-6.075226311851112,1.462499901155308,-0.041152217213376,0.010379938787223188,,False
93,-4.474045265072888,-6.90217375310064,1.5363700318080695,-0.1213171329852746,0.011232537651094436,,False
94,-1.529469794844176,-5.21246937879161,2.3885753469651445,0.05203280198997633,0.010218046382412338,,False
95,-0.776650497028128,1.7975372940036216,3.6925277172308086,0.3004580638248657,0.01320902009844112,22.746430968056792,True
96,-5.300950117948705,-7.055083595145186,2.203330828924229,-0.09346684181953539,0.011088081759277795,,False
97,-4.002078474658604,-6.7462420934509035,4.198017737168403,0.10126971924679998,0.010987388485881353,9.216905307110075,True
98,-5.95374299806391,-7.995132657196381,1.440408586388268,-0.1868471268420095,0.012469582454468046,,False
99,-2.7920810352109435,-3.188973877038566,3.987150334480089,0.18078664401452416,0.011098844455003873,16.288780759785958,True
100,-5.7511598541831255,-1.206727610420657,1.8092786392810472,-0.02962184320834094,0.009779160184656875,,False
101,0.05943108519238294,0.007121392793871806,2.5107440126881295,0.1975546549146958,0.011094723732249973,17.806180638860518,True
102,1.5445964201559859,-7.281978163561855,1.2346707336499831,0.003977220773913565,0.01060519724114828,,False
